cell_type,pathway,pathway_clean,pval,padj,ES,NES,size,leadingEdge
endothelial,HALLMARK_UV_RESPONSE_UP,Uv Response Up,0.0383895131086142,0.284202374806402,0.433035882276337,1.51346199880002,22,"CXCL2,GPX3,ICAM1,FOS,IL6ST,IL6,NFKBIA"
endothelial,HALLMARK_GLYCOLYSIS,Glycolysis,0.0473670624677336,0.284202374806402,-0.550522236704032,-1.47073558257197,18,"SOX9,MIF,EGFR,STMN1,VCAN,COL5A1,CD44"
endothelial,HALLMARK_ESTROGEN_RESPONSE_EARLY,Estrogen Response Early,0.0756477956527079,0.351712283485389,-0.46754810100403,-1.38681956022919,29,"PTGES,KRT19,DHRS2,AQP3,CELSR2,CELSR1,SFN,KRT8,CD44,AREG,AR,IL17RB,SLC2A1,INHBB"
endothelial,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.0879698389123729,0.351712283485389,-0.397335472269595,-1.32276814416394,55,"INHBA,SPP1,PTGS2,SOX9,CXCL10,ETV4,NR1H4,SERPINA3,MMP10,LIF,WNT7A,EPHB2,ITGA2,IGF2,ETS1,IL1B,ATG10,ETV5,BMP2,FGF9"
endothelial,HALLMARK_ANGIOGENESIS,Angiogenesis,0.0956108829568788,0.351712283485389,-0.507184064510824,-1.37243532723393,19,"SPP1,LUM,TNFRSF21,PF4,VCAN,PDGFA,FGFR1,S100A4"
endothelial,HALLMARK_ANDROGEN_RESPONSE,Androgen Response,0.105513685045617,0.351712283485389,-0.529883981974697,-1.35883123569029,15,"KRT19,AZGP1,NDRG1,KRT8,TSC22D1,KLK3,CCND1"
endothelial,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.201834862385321,0.570824524312896,0.229685730990695,1.11589454912645,101,"CCL19,ITK,CD28,SRGN,ICAM1,CD86,HLA-E,IL16,GZMA,IFNGR1,IL6,CD74"
endothelial,HALLMARK_APOPTOSIS,Apoptosis,0.209302325581395,0.570824524312896,0.247813790531866,1.12116009388599,67,"GPX3,CLU,LMNA,IFNGR1,IL6,GADD45B,IFNB1,IFITM3,JUN,CDKN1A,CD69,GSN,CAV1,TNFSF10,CD14,RARA,GPX1,DCN"
endothelial,HALLMARK_G2M_CHECKPOINT,G2m Checkpoint,0.261608154020385,0.610665137614679,-0.413419220789624,-1.16783603417431,23,"EGF,UBE2C,EFNA5,STMN1,CDKN3,CENPF,PTTG1,CHEK1,TOP2A,EZH2,CCND1"
endothelial,HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,0.294736842105263,0.610665137614679,-0.371277567926887,-1.13553315642956,34,"PTGES,KRT19,DHRS2,CDH1,CELSR2,SERPINA1,SERPINA3,SFN,CD44,AREG,CXCL14,IL17RB,AGR2"
endothelial,HALLMARK_P53_PATHWAY,P53 Pathway,0.325414826310135,0.610665137614679,-0.353920839755119,-1.10530387883966,38,"KRT17,ACVR1B,DDIT3,NDRG1,LIF,RXRA,SFN,NOTCH1,S100A10,BMP2,SERPINB5,TSC22D1,IL1A,INHBB,PDGFA,FGF13,S100A4"
endothelial,HALLMARK_APICAL_JUNCTION,Apical Junction,0.325538461538462,0.610665137614679,0.267808667381037,1.07235164290773,38,"VCAM1,ICAM1,CD86,CD274,MAPK13,ITGA3"
endothelial,HALLMARK_MYOGENESIS,Myogenesis,0.325688073394495,0.610665137614679,0.278242189910532,1.08202655443807,33,"GPX3,CLU,IGFBP7,GADD45B,CDKN1A,GSN"
endothelial,HALLMARK_E2F_TARGETS,E2f Targets,0.351574599896748,0.620425764523672,-0.410166642728573,-1.09577168009893,18,"STMN1,CDKN3,CHEK2,PTTG1,DNMT1,CHEK1,TOP2A,EZH2,TUBB,MKI67,HMGB2,MYC"
endothelial,HALLMARK_HYPOXIA,Hypoxia,0.384053560559951,0.640089267599919,0.262465899418646,1.0450718908987,37,"DUSP1,FOS,IL6,MT2A,JUN,TGFB3,CDKN1A,ZFP36,CAV1,ANXA2,DCN,BCL2,VHL"
endothelial,HALLMARK_ADIPOGENESIS,Adipogenesis,0.405891553701773,0.640881400581746,-0.398191101941133,-1.05011086804314,17,"FABP4,ADIPOQ,LEP,ANGPT1"
endothelial,HALLMARK_PI3K_AKT_MTOR_SIGNALING,Pi3k Akt Mtor Signaling,0.471506016131165,0.707259024196747,-0.393358786767653,-1.00872686187115,15,"EGFR,DDIT3,SFN,FASLG"
endothelial,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.559981840880717,0.799974058401025,-0.283489628468126,-0.951223349387713,58,"SPP1,CASP3,CXCL10,ETV4,SPRY4,EOMES,NDRG1,IRF4,TNFRSF21,LIF,TLR7"
endothelial,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.595235517054683,0.811684795983659,-0.266194318924623,-0.942102548952121,87,"INHBA,CCL7,CXCL9,TNFSF15,CXCL10,ACVR1B,TLR3,CXCR6,LIF,TLR1,TNFAIP6,AXL,ACVR2A,CSF3R,IL2RB,OSM,IL1B,ICOSLG,IFNAR1,CLEC5A,ITGB8,CCRL2,MMP14,CX3CL1,IL1A,CD55,CSF3,IFITM1,IL10,NOD2"
endothelial,HALLMARK_TGF_BETA_SIGNALING,Tgf Beta Signaling,0.727885759619199,0.863559797866367,-0.316159719823386,-0.810758047756241,15,"HDAC1,CDH1"
endothelial,HALLMARK_UV_RESPONSE_DN,Uv Response Dn,0.733756717147045,0.863559797866367,-0.274150367768388,-0.822930995654242,31,"IGFBP5,KIT,COL11A1,MMP16,RXRA,ACVR2A"
endothelial,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.746478873239437,0.863559797866367,-0.244807294668292,-0.84909731152842,75,"INHBA,SPP1,MMP1,WNT5A,TNFRSF11B,COL11A1,FZD8,LUM,VCAN,COL5A1,THBS2,ITGA2,CD44,AREG,TPM2"
endothelial,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,0.748418491484185,0.863559797866367,0.233178333772942,0.820832446332431,23,"IFI27,CD74,IFITM3,CD47,HLA-C"
endothelial,HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,0.799152977412731,0.887947752680812,-0.280689126809219,-0.759542147632271,19,"PTGES,ESR1,HSD17B2"
endothelial,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.869367835659971,0.920561879389683,-0.222151523187545,-0.745408984095507,58,"DNTT,CCL7,CXCL9,CXCL10,ACVR1B,TNFRSF21,PF4,CSF3R,CD44,CNTFR,IL1B,CCR1,IFNAR1,IL17RB"
endothelial,HALLMARK_COMPLEMENT,Complement,0.911082474226804,0.920561879389683,0.182286281048487,0.746768996015233,41,"CLU,GZMA,C1QC,IL6,CD59"
endothelial,HALLMARK_COAGULATION,Coagulation,0.920561879389683,0.920561879389683,-0.219303329223366,-0.667204934780916,33,"MMP1,SERPINA1,MMP10,PF4,ITGA2,APOA1,MMP14,MMP7,MMP3,LAMP2,FGG,MMP8,DUSP6"
Treg,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.0662983425414365,0.577343917614246,0.388396874027837,1.37748513310735,39,"HLA-DRA,STAT4,HLA-E,CCL5,HLA-DQA1,CD74,FYB1,ETS1,CD28,TGFB1,IFNAR2,SRGN,PTPRC"
Treg,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.152246955060899,0.577343917614246,0.454258516489558,1.29354473822412,16,"CD69,IL7R,CCL5"
Treg,HALLMARK_APOPTOSIS,Apoptosis,0.196992202005199,0.577343917614246,-0.372670745657149,-1.20575843388471,30,"LGALS3,CAV1,SQSTM1,SOD1,CCND1,GPX1,TNFRSF12A,GSN,BCL2L1,IFITM3,RARA"
Treg,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.256597296717443,0.577343917614246,0.364770218870108,1.1519563575736,24,"CD69,IL7R,CCL5,DUSP5,BTG1,IL6ST,CD44,TAP1,CFLAR,JUNB"
Treg,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.333837510803803,0.600907519446845,0.323056121804052,1.07623749611679,29,"CD69,STAT4,CCL5,HLA-DQA1,CD74,HLA-DRB1,BTG1,IFNAR2,NLRC5,TAP1"
Treg,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.613049095607235,0.752750326309901,0.281289183108507,0.898118395859134,25,"VIM,COL3A1,BGN,TGFB1,CD44,EMP3,COL6A3"
Treg,HALLMARK_HYPOXIA,Hypoxia,0.692209721927404,0.752750326309901,0.288931485161841,0.844146630892399,18,"CXCR4,RORA,BGN,ETS1,BTG1"
Treg,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.738167938931298,0.752750326309901,-0.289337957197221,-0.801369915406812,16,"IL2RA,TNFRSF12A,IL2RG,STAT1,IL4R,TNFRSF1B,IL1R1,FAS"
Treg,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.752750326309901,0.752750326309901,-0.265142200814789,-0.807261887290243,23,"IL2RA,TNFRSF4,ICOS,BCL2L1,TNFRSF18,CD83,IFITM3,CTLA4,FLT3LG,IL4R"
mDC,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.0890744606819763,0.560586850208296,-0.400964296377897,-1.36510774445541,29,"CXCL10,MX1,TAP1,CIITA,IFITM3,CD40,LGALS3BP"
mDC,HALLMARK_HYPOXIA,Hypoxia,0.112117370041659,0.560586850208296,0.467621570542109,1.35103375181556,18,"DUSP1,DCN,FOS,BGN,NR3C1,CXCR4"
mDC,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.264705882352941,0.641622574955908,-0.314832491111967,-1.13419073912231,37,"CD80,TAP1,TAP2,EIF5A,CSK,CCL13,CD40,IL2RG,FYB1,FGR,STAT1,IFNGR1,TGFB1,PTPRC,JAK2,IFNGR2,IL18,IL11"
mDC,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.303165403477486,0.641622574955908,-0.383680172607819,-1.11468882015615,16,"CXCL10,BCL2L1,NDRG1,XBP1,IFITM3,ALCAM,ITGAV,IFNGR1"
mDC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.320811287477954,0.641622574955908,0.335009466429931,1.09527580904212,31,"CXCL2,DUSP1,FOS,IL6ST,KLF2,CXCL3,SAT1,ZFP36,ICOSLG,GPR183,BTG1,JUN,GADD45B"
mDC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.396794646002113,0.661324410003522,0.313253760283077,1.0394985628274,33,"CXCL12,DCN,MMP2,BGN,SAT1,COL1A2,VCAN,LUM,THBS1,JUN,GADD45B"
mDC,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.537444933920705,0.767778477029578,0.298117430858112,0.947941484773004,27,"IL2RA,TNFRSF1B,IL6ST,CXCL3,PDGFC,CD14,IL10RB"
mDC,HALLMARK_APOPTOSIS,Apoptosis,0.888554913294798,0.995007132667618,-0.208132095807542,-0.714998011412305,30,"CCND1,TAP1,BCL2L1,LGALS3,GSN,IFITM3"
mDC,HALLMARK_MYOGENESIS,Myogenesis,0.991267964344188,0.995007132667618,0.176694157209754,0.487300118534009,15,"CFD,GADD45B,GPX3,COL3A1,IGFBP7,TAGLN"
mDC,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.995007132667618,0.995007132667618,0.156818324879583,0.48405084446635,24,"TNFRSF1B,CD14,BST2,TLR1,ICOSLG,GPR183,AXL,CD55,FPR1"
T CD8 memory,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.0171638060323279,0.0171638060323279,0.540182371270233,1.61138018808807,21,"ETS1,HLA-DQA1,SRGN,ITGB2,PTPRC,CD8A,CCL5,CD74,CD2,HLA-DRA,ITGAL,IL2RG"
neutrophil,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.00805282654211628,0.0241584796263489,0.681759801966873,1.69153748766923,15,"CD74,HLA-DRA,B2M,SRGN,HLA-DQA1,HLA-E"
neutrophil,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.126359564939219,0.189539347408829,0.525903303867606,1.32469313989524,16,"DUSP1,FOS,GADD45B"
neutrophil,HALLMARK_APOPTOSIS,Apoptosis,0.27563754747694,0.27563754747694,-0.40682174730616,-1.13394123458542,17,"HSPB1,LGALS3,SQSTM1,KRT18"
plasmablast,HALLMARK_APOPTOSIS,Apoptosis,0.120264803236484,0.902699882613799,-0.445464582903093,-1.30935678406201,34,"LGALS3,HSPB1,KRT18,SOD1,HMGB2,SQSTM1,IGF2R,GPX1,GPX3,ERBB2,CCND1,CDKN1A,BGN,TNFRSF12A,SOD2,CD44,JUN,BCL2L1"
plasmablast,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.288945057868831,0.902699882613799,-0.439668174918341,-1.15333129833355,19,"CD9,TNFRSF1A,IL1R1,IFNGR2,TNFRSF12A,IFNAR1,TYK2,CD44,JUN,IL2RG,IL6ST,STAT3"
plasmablast,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.306770521270222,0.902699882613799,0.274277388303703,1.07764178190035,39,"LUM,MGP,COL6A3,TIMP1,COL3A1,VIM,COL4A2"
plasmablast,HALLMARK_COMPLEMENT,Complement,0.397837538120322,0.902699882613799,-0.428320643887102,-1.06335965026985,15,"LGALS3,HSPA1A,SERPINA1"
plasmablast,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.413111083468093,0.902699882613799,-0.36127397455975,-1.04310692048118,31,"IFI27,MX1,LGALS3BP,OAS3"
plasmablast,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.484427407762338,0.902699882613799,0.275866875918645,0.980803788824927,27,"ETS1,TIMP1,CD74,CD79A,PTPRC,HLA-DQA1,HLA-E"
plasmablast,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.562063615205586,0.902699882613799,0.290584656389452,0.926284603650854,18,"CTLA4,RORA,XBP1"
plasmablast,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.662925551814441,0.902699882613799,0.273323436654734,0.857896350610881,17,"CXCR4,ETS1,SCG5,PECAM1,IL7R,SPARCL1"
plasmablast,HALLMARK_HYPOXIA,Hypoxia,0.683165696135522,0.902699882613799,-0.320646620220842,-0.849395714211988,20,"MIF,EGFR"
plasmablast,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.766329346826127,0.902699882613799,0.233010021399867,0.816060563272395,25,"BTG1,DUSP1,DUSP5"
plasmablast,HALLMARK_MYOGENESIS,Myogenesis,0.827474892395983,0.902699882613799,0.245425272916948,0.738839501391148,15,"COL6A3,COL3A1,COL4A2,CRYAB"
plasmablast,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.945121951219512,0.945121951219512,0.206766917293233,0.622460614024921,15,"TIMP1,RGS1,IL7R,TLR2,GPR183,IL10RA,EMP3,IL15RA,IFITM1,BST2,IFNAR1,IFNGR2,LAMP3,CDKN1A,IL1R1"
pDC,HALLMARK_P53_PATHWAY,P53 Pathway,0.0504716981132076,0.858018867924528,-0.530303315867811,-1.47159221515276,20,"NDRG1,TM4SF1,KRT17,PCNA,FAS,JUN,TGFB1,TNFSF9,S100A10,RB1,APP"
pDC,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.118287589498807,0.986653272101033,-0.416222757348851,-1.30712010832594,35,"CD9,CXCL9,IFNGR2,CNTFR,FAS,JUN,STAT1,IL15RA,CCR1,IL10RB,IL3RA,IL1R1,TGFB1"
pDC,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.186518795909549,0.986653272101033,-0.366592960126492,-1.20987288835413,45,"XCL1,CXCL9,IFNAR2,CASP3,IFI27,MX1,BST2,FAS,IFIH1,OAS3,STAT1,ICAM1,IL15RA"
pDC,HALLMARK_HYPOXIA,Hypoxia,0.398861713582526,0.986653272101033,-0.351051371021044,-1.04311936437359,27,"NDRG1,VEGFA,IGFBP3,EFNA1,PLAC8,JUN"
pDC,HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,0.426390228222436,0.986653272101033,-0.385468996786782,-1.02801341525195,17,"IFI27,MX1,BST2,OAS1,IFIH1"
pDC,HALLMARK_KRAS_SIGNALING_UP,Kras Signaling Up,0.587895804086726,0.986653272101033,-0.320441669426178,-0.911533816905688,22,"SLPI,IGFBP3,SPP1"
pDC,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.655529272619752,0.986653272101033,-0.278548744083049,-0.881643313049545,36,"NDRG1,SPP1,CASP3,BMPR2,ITGAV,AHR,CD83,BCL2L1,IL3RA"
pDC,HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,0.678301886792453,0.986653272101033,-0.306894518297311,-0.851632585514431,20,"KRT19,CD9"
pDC,HALLMARK_MYOGENESIS,Myogenesis,0.683653578390421,0.986653272101033,0.271947961981725,0.85353956200154,22,"GADD45B,IGF1,COL3A1,IGFBP7,GPX3,CDKN1A,CFD,COL4A2,COL1A1,COL6A2"
pDC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.708592777085928,0.986653272101033,0.238249450150704,0.87030196375812,39,"GADD45B,FOS,DUSP1,CCL5,ZFP36,CD69,BTG1,GPR183,CSF1,CDKN1A,IL7R"
pDC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.742596810933941,0.986653272101033,-0.250336405984098,-0.834497422592052,47,"VEGFA,IGFBP3,SPP1,DST,FAS,JUN,ITGAV,ITGB5,ITGA5,TGFB1,COL6A3,COL5A3"
pDC,HALLMARK_COMPLEMENT,Complement,0.796155634785305,0.986653272101033,-0.264474438105332,-0.771922475847,25,"HSPA1A,CASP3,CALM1,JAK2,TIMP1,SRC,FN1"
pDC,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.863187152563311,0.986653272101033,0.214161519659576,0.763098246141977,36,"CD48,LAMP3,CCL5,CD69,IL4R,TNFRSF1B,GPR183,CSF1,IFNAR1,CDKN1A,IL7R"
pDC,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.86922430691683,0.986653272101033,-0.220942957935012,-0.759451015855531,55,"CXCL9,EIF5A,IFNAR2,IFNGR2,FAS,STAT1,CCR5,ICAM1,IL18,ITGAL,TAP2,CCR1,TGFB1,HIF1A,JAK2,TIMP1,TLR2,AKT1"
pDC,HALLMARK_COAGULATION,Coagulation,0.933730094901078,0.986653272101033,-0.237325995097182,-0.623382946763,16,"CD9,GSN,ANXA1,TIMP1,FN1,RAC1"
pDC,HALLMARK_APICAL_JUNCTION,Apical Junction,0.942767295597484,0.986653272101033,-0.224592913465361,-0.623245552393434,20,CLDN4
pDC,HALLMARK_APOPTOSIS,Apoptosis,0.986653272101033,0.986653272101033,-0.174603682161318,-0.578899761533564,46,"HSPB1,CASP3,GSN,FAS,JUN,IL18,HMGB2,BCL2L1,APP,ANXA1,CCND1,TIMP1"
mast,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.00168759183930542,0.0185635102323596,0.580906209009311,1.87389137480144,23,"HLA-DQA1,HLA-DRA,CD3E,CD74,LIF,SRGN,B2M,HIF1A,HLA-A,IL16,TIMP1"
mast,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.0615922538999462,0.338757396449704,0.445669822012829,1.4376448771367,23,"HLA-DQA1,CSF2RB,CD69,CD74,B2M,HIF1A,BTG1,HLA-A"
mast,HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfa Signaling via Nfkb,0.15225271879855,0.558259968928017,0.427233543477474,1.28237636456024,18,"ZFP36,JUNB,CD69,LIF,BTG1,DUSP5,DUSP1"
mast,HALLMARK_APOPTOSIS,Apoptosis,0.284855769230769,0.675499092558984,-0.362969187567369,-1.13007229473041,33,"KRT18,CCND1,BCL2L1,APP,HMGB2,HSPB1,TNFSF10"
mast,HALLMARK_MYOGENESIS,Myogenesis,0.307045042072265,0.675499092558984,-0.42824349492228,-1.12955258211631,16,"TPM2,COL4A2,APP,TGFB1,TAGLN"
mast,HALLMARK_COMPLEMENT,Complement,0.739976901501402,0.964169381107492,-0.304338852968669,-0.802736623638533,16,"SERPINA1,CD55,COL4A2"
mast,HALLMARK_IL6_JAK_STAT3_SIGNALING,Il6 Jak Stat3 Signaling,0.796454366382141,0.964169381107492,-0.281568712879644,-0.755024911669987,17,"STAT3,TGFB1,IL15RA,CD9,TYK2,CSF1,TNFRSF12A,STAT1,IFNGR1,IL6ST"
mast,HALLMARK_HYPOXIA,Hypoxia,0.850738834467873,0.964169381107492,-0.273874553464722,-0.712148809949842,15,"MIF,NDRG1"
mast,HALLMARK_INFLAMMATORY_RESPONSE,Inflammatory Response,0.852612886859462,0.964169381107492,0.24835394700377,0.724187104728472,16,"CD69,LIF,HIF1A,TIMP1"
mast,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Epithelial Mesenchymal Transition,0.911896243291592,0.964169381107492,-0.220274280987698,-0.690460862571245,34,"TPM2,COL4A2,TPM1,THBS2,TGFB1,TAGLN,ITGAV,TNFRSF12A,CD59,SPP1,VEGFA,CALD1,ITGB1"
mast,HALLMARK_IL2_STAT5_SIGNALING,Il2 Stat5 Signaling,0.964169381107492,0.964169381107492,-0.210129733286927,-0.571112095561219,18,"NDRG1,BCL2L1,TNFSF10,IFITM3,ITGAV,CSF1,SPP1"
T CD8 naive,HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,0.116318192742129,0.232636385484259,0.528019194797039,1.33385291957333,16,"HLA-A,BTG1,IFITM3,B2M,CD74,CCL5,CD69,MT2A,IL10RA"
T CD8 naive,HALLMARK_ALLOGRAFT_REJECTION,Allograft Rejection,0.386446242232384,0.386446242232384,0.412402300107905,1.07634253734721,19,"HLA-E,HLA-A,SRGN,PTPRC,IL16,B2M,CD74,CCL5"
